Julian_Date,Date,Month,Day,Year,Season,Region,Site_HF,Hours_Presence,DayHr,Proportion_Presence,CorrPres,CorArcsin
288,10/15/10,10,15,2010,10summer,Central,6,11,24,0.458333333,0.458333333,0.74368312
289,10/16/10,10,16,2010,10summer,Central,6,12,24,0.5,0.5,0.785398163
290,10/17/10,10,17,2010,10summer,Central,6,21,24,0.875,0.875,1.209429203
291,10/18/10,10,18,2010,10summer,Central,6,24,24,1,1,1.570796327
292,10/19/10,10,19,2010,10summer,Central,6,24,24,1,1,1.570796327
293,10/20/10,10,20,2010,10summer,Central,6,24,24,1,1,1.570796327
294,10/21/10,10,21,2010,10summer,Central,6,22,24,0.916666667,0.916666667,1.277953555
295,10/22/10,10,22,2010,10summer,Central,6,24,24,1,1,1.570796327
296,10/23/10,10,23,2010,10summer,Central,6,13,24,0.541666667,0.541666667,0.827113207
297,10/24/10,10,24,2010,10summer,Central,6,20,24,0.833333333,0.833333333,1.150261992
298,10/25/10,10,25,2010,10summer,Central,6,21,24,0.875,0.875,1.209429203
299,10/26/10,10,26,2010,10summer,Central,6,16,24,0.666666667,0.666666667,0.955316618
300,10/27/10,10,27,2010,10summer,Central,6,22,24,0.916666667,0.916666667,1.277953555
301,10/28/10,10,28,2010,10summer,Central,6,24,24,1,1,1.570796327
302,10/29/10,10,29,2010,10summer,Central,6,16,24,0.666666667,0.666666667,0.955316618
303,10/30/10,10,30,2010,10summer,Central,6,16,24,0.666666667,0.666666667,0.955316618
304,10/31/10,10,31,2010,10summer,Central,6,18,24,0.75,0.75,1.047197551
305,11/01/10,11,1,2010,10summer,Central,6,21,24,0.875,0.875,1.209429203
306,11/02/10,11,2,2010,10summer,Central,6,15,24,0.625,0.625,0.911738291
307,11/03/10,11,3,2010,10summer,Central,6,15,24,0.625,0.625,0.911738291
308,11/04/10,11,4,2010,10summer,Central,6,13,24,0.541666667,0.541666667,0.827113207
309,11/05/10,11,5,2010,10summer,Central,6,17,24,0.708333333,0.708333333,1.000285879
310,11/06/10,11,6,2010,10summer,Central,6,16,24,0.666666667,0.666666667,0.955316618
311,11/07/10,11,7,2010,10summer,Central,6,17,24,0.708333333,0.708333333,1.000285879
312,11/08/10,11,8,2010,10summer,Central,6,20,24,0.833333333,0.833333333,1.150261992
313,11/09/10,11,9,2010,10summer,Central,6,24,24,1,1,1.570796327
314,11/10/10,11,10,2010,10summer,Central,6,NA,NA,NA,NA,NA
315,11/11/10,11,11,2010,10summer,Central,6,23,24,0.958333333,0.928385417,1.299885648
316,11/12/10,11,12,2010,10summer,Central,6,23,24,0.958333333,0.928385417,1.299885648
317,11/13/10,11,13,2010,10summer,Central,6,23,24,0.958333333,0.928385417,1.299885648
318,11/14/10,11,14,2010,10summer,Central,6,22,24,0.916666667,0.888020833,1.2295807
319,11/15/10,11,15,2010,10summer,Central,6,20,24,0.833333333,0.807291667,1.116326995
320,11/16/10,11,16,2010,10summer,Central,6,22,24,0.916666667,0.888020833,1.2295807
321,11/17/10,11,17,2010,10summer,Central,6,24,24,1,0.96875,1.393085726
322,11/18/10,11,18,2010,10summer,Central,6,24,24,1,0.96875,1.393085726
323,11/19/10,11,19,2010,10summer,Central,6,14,24,0.583333333,0.565104167,0.850687713
324,11/20/10,11,20,2010,10summer,Central,6,18,24,0.75,0.7265625,1.020532046
325,11/21/10,11,21,2010,10summer,Central,6,17,24,0.708333333,0.686197917,0.976192763
326,11/22/10,11,22,2010,10summer,Central,6,11,24,0.458333333,0.444010417,0.729290903
327,11/23/10,11,23,2010,10summer,Central,6,11,24,0.458333333,0.444010417,0.729290903
328,11/24/10,11,24,2010,10summer,Central,6,15,24,0.625,0.60546875,0.891665134
329,11/25/10,11,25,2010,10summer,Central,6,6,24,0.25,0.2421875,0.514529696
330,11/26/10,11,26,2010,10summer,Central,6,20,24,0.833333333,0.807291667,1.116326995
331,11/27/10,11,27,2010,10summer,Central,6,14,24,0.583333333,0.565104167,0.850687713
332,11/28/10,11,28,2010,10summer,Central,6,19,24,0.791666667,0.766927083,1.066974201
333,11/29/10,11,29,2010,10summer,Central,6,17,24,0.708333333,0.686197917,0.976192763
334,11/30/10,11,30,2010,10summer,Central,6,13,24,0.541666667,0.524739583,0.810147852
335,12/01/10,12,1,2010,10winter,Central,6,15,24,0.625,0.60546875,0.891665134
336,12/02/10,12,2,2010,10winter,Central,6,19,24,0.791666667,0.766927083,1.066974201
337,12/03/10,12,3,2010,10winter,Central,6,21,24,0.875,0.84765625,1.169825472
338,12/04/10,12,4,2010,10winter,Central,6,23,24,0.958333333,0.928385417,1.299885648
339,12/05/10,12,5,2010,10winter,Central,6,23,24,0.958333333,0.928385417,1.299885648
340,12/06/10,12,6,2010,10winter,Central,6,23,24,0.958333333,0.928385417,1.299885648
341,12/07/10,12,7,2010,10winter,Central,6,23,24,0.958333333,0.928385417,1.299885648
342,12/08/10,12,8,2010,10winter,Central,6,21,24,0.875,0.84765625,1.169825472
343,12/09/10,12,9,2010,10winter,Central,6,23,24,0.958333333,0.928385417,1.299885648
344,12/10/10,12,10,2010,10winter,Central,6,24,24,1,0.96875,1.393085726
345,12/11/10,12,11,2010,10winter,Central,6,18,24,0.75,0.7265625,1.020532046
346,12/12/10,12,12,2010,10winter,Central,6,23,24,0.958333333,0.928385417,1.299885648
347,12/13/10,12,13,2010,10winter,Central,6,19,24,0.791666667,0.766927083,1.066974201
348,12/14/10,12,14,2010,10winter,Central,6,17,24,0.708333333,0.686197917,0.976192763
349,12/15/10,12,15,2010,10winter,Central,6,21,24,0.875,0.84765625,1.169825472
350,12/16/10,12,16,2010,10winter,Central,6,20,24,0.833333333,0.807291667,1.116326995
351,12/17/10,12,17,2010,10winter,Central,6,19,24,0.791666667,0.766927083,1.066974201
352,12/18/10,12,18,2010,10winter,Central,6,22,24,0.916666667,0.888020833,1.2295807
353,12/19/10,12,19,2010,10winter,Central,6,22,24,0.916666667,0.888020833,1.2295807
354,12/20/10,12,20,2010,10winter,Central,6,21,24,0.875,0.84765625,1.169825472
355,12/21/10,12,21,2010,10winter,Central,6,19,24,0.791666667,0.766927083,1.066974201
356,12/22/10,12,22,2010,10winter,Central,6,24,24,1,0.96875,1.393085726
357,12/23/10,12,23,2010,10winter,Central,6,6,24,0.25,0.2421875,0.514529696
358,12/24/10,12,24,2010,10winter,Central,6,4,24,0.166666667,0.161458333,0.413502161
359,12/25/10,12,25,2010,10winter,Central,6,4,24,0.166666667,0.161458333,0.413502161
360,12/26/10,12,26,2010,10winter,Central,6,14,24,0.583333333,0.565104167,0.850687713
361,12/27/10,12,27,2010,10winter,Central,6,20,24,0.833333333,0.807291667,1.116326995
362,12/28/10,12,28,2010,10winter,Central,6,17,24,0.708333333,0.686197917,0.976192763
363,12/29/10,12,29,2010,10winter,Central,6,20,24,0.833333333,0.807291667,1.116326995
364,12/30/10,12,30,2010,10winter,Central,6,22,24,0.916666667,0.888020833,1.2295807
365,12/31/10,12,31,2010,10winter,Central,6,20,24,0.833333333,0.807291667,1.116326995
366,01/01/11,1,1,2011,10winter,Central,6,21,24,0.875,0.84765625,1.169825472
367,01/02/11,1,2,2011,10winter,Central,6,23,24,0.958333333,0.928385417,1.299885648
368,01/03/11,1,3,2011,10winter,Central,6,23,24,0.958333333,0.928385417,1.299885648
369,01/04/11,1,4,2011,10winter,Central,6,23,24,0.958333333,0.928385417,1.299885648
370,01/05/11,1,5,2011,10winter,Central,6,23,24,0.958333333,0.928385417,1.299885648
371,01/06/11,1,6,2011,10winter,Central,6,21,24,0.875,0.84765625,1.169825472
372,01/07/11,1,7,2011,10winter,Central,6,22,24,0.916666667,0.888020833,1.2295807
373,01/08/11,1,8,2011,10winter,Central,6,20,24,0.833333333,0.807291667,1.116326995
374,01/09/11,1,9,2011,10winter,Central,6,21,24,0.875,0.84765625,1.169825472
375,01/10/11,1,10,2011,10winter,Central,6,21,24,0.875,0.84765625,1.169825472
376,01/11/11,1,11,2011,10winter,Central,6,24,24,1,0.96875,1.393085726
377,01/12/11,1,12,2011,10winter,Central,6,10,24,0.416666667,0.403645833,0.688437428
378,01/13/11,1,13,2011,10winter,Central,6,18,24,0.75,0.7265625,1.020532046
379,01/14/11,1,14,2011,10winter,Central,6,16,24,0.666666667,0.645833333,0.933382565
380,01/15/11,1,15,2011,10winter,Central,6,18,24,0.75,0.7265625,1.020532046
381,01/16/11,1,16,2011,10winter,Central,6,23,24,0.958333333,0.928385417,1.299885648
382,01/17/11,1,17,2011,10winter,Central,6,17,24,0.708333333,0.686197917,0.976192763
383,01/18/11,1,18,2011,10winter,Central,6,17,24,0.708333333,0.686197917,0.976192763
384,01/19/11,1,19,2011,10winter,Central,6,14,24,0.583333333,0.565104167,0.850687713
385,01/20/11,1,20,2011,10winter,Central,6,8,24,0.333333333,0.322916667,0.604386751
386,01/21/11,1,21,2011,10winter,Central,6,20,24,0.833333333,0.807291667,1.116326995
387,01/22/11,1,22,2011,10winter,Central,6,18,24,0.75,0.7265625,1.020532046
388,01/23/11,1,23,2011,10winter,Central,6,23,24,0.958333333,0.928385417,1.299885648
389,01/24/11,1,24,2011,10winter,Central,6,12,24,0.5,0.484375,0.769770619
390,01/25/11,1,25,2011,10winter,Central,6,23,24,0.958333333,0.928385417,1.299885648
391,01/26/11,1,26,2011,10winter,Central,6,18,24,0.75,0.7265625,1.020532046
392,01/27/11,1,27,2011,10winter,Central,6,18,24,0.75,0.7265625,1.020532046
393,01/28/11,1,28,2011,10winter,Central,6,18,24,0.75,0.7265625,1.020532046
394,01/29/11,1,29,2011,10winter,Central,6,16,24,0.666666667,0.645833333,0.933382565
395,01/30/11,1,30,2011,10winter,Central,6,22,24,0.916666667,0.888020833,1.2295807
396,01/31/11,1,31,2011,10winter,Central,6,18,24,0.75,0.7265625,1.020532046
397,02/01/11,2,1,2011,10winter,Central,6,23,24,0.958333333,0.928385417,1.299885648
398,02/02/11,2,2,2011,10winter,Central,6,23,24,0.958333333,0.928385417,1.299885648
399,02/03/11,2,3,2011,10winter,Central,6,21,24,0.875,0.84765625,1.169825472
400,02/04/11,2,4,2011,10winter,Central,6,24,24,1,0.96875,1.393085726
401,02/05/11,2,5,2011,10winter,Central,6,11,24,0.458333333,0.444010417,0.729290903
402,02/06/11,2,6,2011,10winter,Central,6,4,24,0.166666667,0.161458333,0.413502161
403,02/07/11,2,7,2011,10winter,Central,6,14,24,0.583333333,0.565104167,0.850687713
404,02/08/11,2,8,2011,10winter,Central,6,19,24,0.791666667,0.766927083,1.066974201
405,02/09/11,2,9,2011,10winter,Central,6,8,24,0.333333333,0.322916667,0.604386751
406,02/10/11,2,10,2011,10winter,Central,6,14,24,0.583333333,0.565104167,0.850687713
407,02/11/11,2,11,2011,10winter,Central,6,16,24,0.666666667,0.645833333,0.933382565
408,02/12/11,2,12,2011,10winter,Central,6,15,24,0.625,0.60546875,0.891665134
409,02/13/11,2,13,2011,10winter,Central,6,20,24,0.833333333,0.807291667,1.116326995
410,02/14/11,2,14,2011,10winter,Central,6,11,24,0.458333333,0.444010417,0.729290903
411,02/15/11,2,15,2011,10winter,Central,6,10,24,0.416666667,0.403645833,0.688437428
412,02/16/11,2,16,2011,10winter,Central,6,18,24,0.75,0.7265625,1.020532046
413,02/17/11,2,17,2011,10winter,Central,6,18,24,0.75,0.7265625,1.020532046
414,02/18/11,2,18,2011,10winter,Central,6,22,24,0.916666667,0.888020833,1.2295807
415,02/19/11,2,19,2011,10winter,Central,6,9,24,0.375,0.36328125,0.646915703
416,02/20/11,2,20,2011,10winter,Central,6,21,24,0.875,0.84765625,1.169825472
417,02/21/11,2,21,2011,10winter,Central,6,22,24,0.916666667,0.888020833,1.2295807
418,02/22/11,2,22,2011,10winter,Central,6,18,24,0.75,0.7265625,1.020532046
419,02/23/11,2,23,2011,10winter,Central,6,8,24,0.333333333,0.322916667,0.604386751
420,02/24/11,2,24,2011,10winter,Central,6,9,24,0.375,0.36328125,0.646915703
421,02/25/11,2,25,2011,10winter,Central,6,20,24,0.833333333,0.807291667,1.116326995
422,02/26/11,2,26,2011,10winter,Central,6,7,24,0.291666667,0.282552083,0.560436866
423,02/27/11,2,27,2011,10winter,Central,6,6,24,0.25,0.2421875,0.514529696
424,02/28/11,2,28,2011,10winter,Central,6,12,24,0.5,0.484375,0.769770619
425,03/01/11,3,1,2011,10winter,Central,6,1,24,0.041666667,0.040364583,0.202286152
426,03/02/11,3,2,2011,10winter,Central,6,4,24,0.166666667,0.161458333,0.413502161
427,03/03/11,3,3,2011,10winter,Central,6,22,24,0.916666667,0.888020833,1.2295807
428,03/04/11,3,4,2011,10winter,Central,6,4,24,0.166666667,0.161458333,0.413502161
429,03/05/11,3,5,2011,10winter,Central,6,0,24,0,0,0
430,03/06/11,3,6,2011,10winter,Central,6,2,24,0.083333333,0.080729167,0.288097641
431,03/07/11,3,7,2011,10winter,Central,6,8,24,0.333333333,0.322916667,0.604386751
432,03/08/11,3,8,2011,10winter,Central,6,1,24,0.041666667,0.040364583,0.202286152
433,03/09/11,3,9,2011,10winter,Central,6,1,24,0.041666667,0.040364583,0.202286152
434,03/10/11,3,10,2011,10winter,Central,6,3,24,0.125,0.12109375,0.355421202
435,03/11/11,3,11,2011,10winter,Central,6,9,24,0.375,0.36328125,0.646915703
436,03/12/11,3,12,2011,10winter,Central,6,12,24,0.5,0.484375,0.769770619
437,03/13/11,3,13,2011,10winter,Central,6,10,24,0.416666667,0.403645833,0.688437428
438,03/14/11,3,14,2011,10winter,Central,6,1,24,0.041666667,0.040364583,0.202286152
439,03/15/11,3,15,2011,10winter,Central,6,3,24,0.125,0.12109375,0.355421202
440,03/16/11,3,16,2011,10winter,Central,6,21,24,0.875,0.84765625,1.169825472
441,03/17/11,3,17,2011,10winter,Central,6,20,24,0.833333333,0.807291667,1.116326995
442,03/18/11,3,18,2011,10winter,Central,6,4,24,0.166666667,0.161458333,0.413502161
443,03/19/11,3,19,2011,10winter,Central,6,13,24,0.541666667,0.524739583,0.810147852
444,03/20/11,3,20,2011,10winter,Central,6,7,24,0.291666667,0.282552083,0.560436866
445,03/21/11,3,21,2011,10winter,Central,6,13,24,0.541666667,0.524739583,0.810147852
446,03/22/11,3,22,2011,10winter,Central,6,13,24,0.541666667,0.524739583,0.810147852
447,03/23/11,3,23,2011,10winter,Central,6,5,24,0.208333333,0.201822917,0.465922382
448,03/24/11,3,24,2011,10winter,Central,6,15,24,0.625,0.60546875,0.891665134
449,03/25/11,3,25,2011,10winter,Central,6,12,24,0.5,0.484375,0.769770619
450,03/26/11,3,26,2011,10winter,Central,6,3,24,0.125,0.12109375,0.355421202
451,03/27/11,3,27,2011,10winter,Central,6,6,24,0.25,0.2421875,0.514529696
452,03/28/11,3,28,2011,10winter,Central,6,3,24,0.125,0.12109375,0.355421202
453,03/29/11,3,29,2011,10winter,Central,6,3,24,0.125,0.12109375,0.355421202
454,03/30/11,3,30,2011,10winter,Central,6,11,24,0.458333333,0.444010417,0.729290903
455,03/31/11,3,31,2011,10winter,Central,6,13,24,0.541666667,0.524739583,0.810147852
456,04/01/11,4,1,2011,10winter,Central,6,19,24,0.791666667,0.766927083,1.066974201
457,04/02/11,4,2,2011,10winter,Central,6,20,24,0.833333333,0.807291667,1.116326995
458,04/03/11,4,3,2011,10winter,Central,6,5,24,0.208333333,0.201822917,0.465922382
459,04/04/11,4,4,2011,10winter,Central,6,0,24,0,0,0
460,04/05/11,4,5,2011,10winter,Central,6,11,24,0.458333333,0.444010417,0.729290903
461,04/06/11,4,6,2011,10winter,Central,6,14,24,0.583333333,0.565104167,0.850687713
462,04/07/11,4,7,2011,10winter,Central,6,7,24,0.291666667,0.282552083,0.560436866
463,04/08/11,4,8,2011,10winter,Central,6,8,24,0.333333333,0.322916667,0.604386751
464,04/09/11,4,9,2011,10winter,Central,6,5,24,0.208333333,0.201822917,0.465922382
465,04/10/11,4,10,2011,10winter,Central,6,9,24,0.375,0.36328125,0.646915703
466,04/11/11,4,11,2011,10winter,Central,6,9,24,0.375,0.36328125,0.646915703
467,04/12/11,4,12,2011,10winter,Central,6,4,24,0.166666667,0.161458333,0.413502161
468,04/13/11,4,13,2011,10winter,Central,6,4,24,0.166666667,0.161458333,0.413502161
469,04/14/11,4,14,2011,10winter,Central,6,6,24,0.25,0.2421875,0.514529696
470,04/15/11,4,15,2011,10winter,Central,6,8,24,0.333333333,0.322916667,0.604386751
471,04/16/11,4,16,2011,10winter,Central,6,15,24,0.625,0.60546875,0.891665134
472,04/17/11,4,17,2011,10winter,Central,6,NA,NA,NA,NA,NA
473,04/18/11,4,18,2011,10winter,Central,6,NA,NA,NA,NA,NA
474,04/19/11,4,19,2011,10winter,Central,6,NA,NA,NA,NA,NA
475,04/20/11,4,20,2011,10winter,Central,6,NA,NA,NA,NA,NA
476,04/21/11,4,21,2011,10winter,Central,6,NA,NA,NA,NA,NA
477,04/22/11,4,22,2011,10winter,Central,6,NA,NA,NA,NA,NA
478,04/23/11,4,23,2011,10winter,Central,6,NA,NA,NA,NA,NA
479,04/24/11,4,24,2011,10winter,Central,6,NA,NA,NA,NA,NA
480,04/25/11,4,25,2011,10winter,Central,6,NA,NA,NA,NA,NA
481,04/26/11,4,26,2011,10winter,Central,6,NA,NA,NA,NA,NA
482,04/27/11,4,27,2011,10winter,Central,6,NA,NA,NA,NA,NA
483,04/28/11,4,28,2011,10winter,Central,6,NA,NA,NA,NA,NA
484,04/29/11,4,29,2011,10winter,Central,6,NA,NA,NA,NA,NA
485,04/30/11,4,30,2011,10winter,Central,6,NA,NA,NA,NA,NA
486,05/01/11,5,1,2011,10winter,Central,6,NA,NA,NA,NA,NA
487,05/02/11,5,2,2011,10winter,Central,6,NA,NA,NA,NA,NA
488,05/03/11,5,3,2011,10winter,Central,6,NA,NA,NA,NA,NA
